Id,x,y,ha,humans,growers,N0,EI,EI_2050,EI_2090,gens,gens_2050,gens_2090,hosts,hosts_veg100,hosts_all100
28866,798.8,778.4,2364.5,116.8,0,0,4.4,12.9,36.6,4.89,5.74,7.45,2240,2240,236451.1615
28867,803.0,778.4,2364.6,69.1,0,0,7.1,18.8,41.1,5.07,5.92,7.69,18586,18586,236463.5434
28868,807.2,778.4,2364.8,62.3,0,0,6.5,16.4,40.9,4.96,5.78,7.58,4405,4405,236475.1555
28869,811.4,778.4,2364.9,30.6,0,0,6.6,16.6,40.9,4.87,5.68,7.44,2517,2517,236488.0027
28870,815.6,778.4,2365.0,26.1,0,0,4.9,14.0,38.1,4.68,5.47,7.17,2292,2292,236501.3614
28871,819.8,778.4,2365.1,49.6,0,0,6.1,15.9,40.2,4.87,5.66,7.36,2287,2287,236514.6097
28872,824.0,778.4,2365.3,17.3,0,0,3.5,11.9,35.7,4.57,5.34,6.98,2031,2031,236529.0207
28873,828.2,778.4,2365.4,17.4,0,0,2.1,10.9,35.0,4.53,5.3,6.9,2542,2542,236542.821
28874,832.4,778.4,2365.6,6.7,0,0,0.2,7.4,32.2,4.21,5.16,6.72,1884,1884,236556.803
28875,836.6,778.4,2365.7,3.9,0,0,8.2,23.6,44.5,5.14,6.15,7.79,946,946,236571.0202
28876,840.8,778.4,2365.9,21.3,0,0,21.5,36.0,50.6,5.76,6.81,8.5,3920,3920,236587.2513
28877,845.0,778.4,2366.0,41.3,0,0,28.9,42.0,53.0,6.07,7.1,8.73,2373,2373,236601.7695
28878,849.2,778.4,2366.2,22.9,0,0,31.6,43.7,53.8,6.25,7.3,8.94,2345,2345,236616.6558
28879,853.4,778.4,2366.3,33.2,0,0,19.3,35.1,49.3,5.5,6.5,8.1,2184,2184,236631.5636
28880,857.6,778.4,2366.5,26.5,0,0,35.3,45.9,55.6,6.47,7.52,9.18,1195,1195,236647.5009
29095,739.9,772.9,2366.6,51.5,0,0,25.5,34.9,44.8,5.92,6.75,8.45,3364,3364,236662.8951
29096,744.1,772.9,2296.7,69.1,0,0,24.0,33.6,44.8,5.81,6.62,8.31,12257,12257,229666.7537
29097,748.3,772.9,1532.2,195.5,0,0,24.7,34.5,46.0,5.84,6.65,8.33,6632,6632,153220.3991
29098,752.5,772.9,2344.4,232.9,0,0,25.0,35.1,46.8,5.87,6.67,8.35,8287,8287,234443.0773
29099,756.8,772.9,2361.5,234.2,0,0,24.9,35.5,47.4,5.85,6.65,8.32,35217,35217,236150.7047
29100,761.0,772.9,2361.6,391.5,0,0,24.2,35.0,47.5,5.83,6.62,8.29,13954,13954,236160.5068
29101,765.2,772.9,2361.7,3853.0,0,0,22.9,33.3,46.7,5.76,6.55,8.21,3759,3759,236170.4918
29102,769.4,772.9,2361.8,23834.4,0,0,20.4,31.9,46.0,5.65,6.45,8.1,9337,3279,236180.6888
29103,773.6,772.9,2361.9,5087.7,0,0,17.7,28.3,44.4,5.47,6.26,7.91,160755,34544,236190.8774
29104,777.8,772.9,2362.0,289.8,0,0,17.4,28.7,43.3,5.58,6.41,8.06,4988,4988,236201.3868
29105,782.0,772.9,2362.1,150.7,0,0,6.0,15.1,34.5,4.87,5.68,7.28,5649,5649,236212.065
29106,786.2,772.9,2362.2,54.6,0,0,4.3,12.7,32.8,4.8,5.62,7.23,1550,1550,236223.0046
29107,790.4,772.9,2362.3,1545.7,0,0,8.3,19.3,38.4,5.16,6.01,7.68,7258,7258,236233.1266
29108,794.6,772.9,2362.4,85.4,0,0,8.5,19.8,39.7,5.16,6.02,7.72,2303,2303,236244.6244
29109,798.8,772.9,2362.6,52.5,0,0,7.1,18.5,39.8,5.02,5.86,7.57,2240,2240,236256.2701
29110,803.0,772.9,2362.7,52.6,0,0,10.2,21.0,41.9,5.23,6.07,7.83,2108,2108,236268.191
29111,807.2,772.9,2362.8,12.3,0,0,5.9,15.3,39.2,4.88,5.69,7.44,2275,2275,236278.7286
29112,811.4,772.9,2362.9,6.8,0,0,0.6,6.4,29.8,4.2,4.96,6.62,2220,2220,236291.0505
29113,815.6,772.9,2363.0,38.0,0,0,6.6,16.5,40.6,4.93,5.73,7.44,2266,2266,236302.5661
29114,819.8,772.9,2363.2,33.2,0,0,4.6,13.6,38.0,4.68,5.47,7.14,2216,2216,236315.3708
29115,824.0,772.9,2363.3,34.3,0,0,6.6,17.6,40.6,4.92,5.72,7.39,2274,2274,236328.6744
29116,828.2,772.9,2363.4,17.6,0,0,3.8,12.1,36.8,4.62,5.4,7.02,1497,1497,236341.9226
29117,832.4,772.9,2363.6,0.3,0,0,0.7,10.1,34.1,4.34,5.3,6.88,555,555,236356.2001
29118,836.6,772.9,2363.7,5.2,0,0,11.7,26.1,45.5,5.39,6.43,8.1,2152,2152,236369.9845
29119,840.8,772.9,2363.8,15.4,0,0,19.9,34.8,48.6,5.89,6.95,8.66,2431,2431,236383.9587
29120,845.0,772.9,2364.0,16.3,0,0,25.1,39.4,50.3,6.03,7.06,8.7,2451,2451,236398.1271
29121,849.2,772.9,2364.1,13.0,0,0,20.6,35.1,48.5,5.64,6.65,8.27,1662,1662,236414.5883
29122,853.4,772.9,2364.3,681.3,0,0,32.2,44.0,53.6,6.33,7.38,9.03,2928,2928,236429.0086
29338,739.9,767.3,2364.4,86.4,0,0,25.0,34.0,43.4,5.9,6.73,8.43,3425,3425,236443.9802
29339,744.1,767.3,2364.6,235.4,0,0,23.7,33.0,43.8,5.79,6.61,8.3,2667,2667,236458.8219
29340,748.3,767.3,2364.7,170.8,0,0,23.8,33.5,45.1,5.78,6.6,8.28,52326,7447,236474.7742
29341,752.5,767.3,1773.0,204.1,0,0,24.3,34.2,45.9,5.85,6.66,8.35,6269,6269,177301.777
29342,756.8,767.3,3294.6,129.5,0,0,24.3,34.5,46.6,5.87,6.69,8.37,18437,18437,329460.5534
29343,761.0,767.3,2359.8,674.5,0,0,23.5,33.9,46.7,5.83,6.65,8.32,31292,31292,235977.6909
29344,765.2,767.3,2359.9,21835.9,0,0,22.6,33.1,46.2,5.78,6.59,8.26,6919,6919,235987.6529
29345,769.4,767.3,2360.0,23990.8,0,0,20.2,31.3,44.9,5.71,6.52,8.19,8709,8709,235997.7207
29346,773.6,767.3,2360.1,1130.8,0,0,16.8,27.2,42.8,5.5,6.31,7.96,35943,28912,236008.0872
29347,777.8,767.3,2360.2,91.6,0,0,3.0,11.6,30.7,4.63,5.41,6.99,1279,1279,236018.2524
29348,782.0,767.3,2360.3,30.6,0,0,1.4,8.0,27.7,4.4,5.18,6.73,1803,1803,236028.9067
29349,786.2,767.3,2360.4,110.4,0,0,9.9,20.5,37.3,5.38,6.23,7.88,2127,2127,236039.7394
29350,790.4,767.3,2360.5,151.3,0,0,10.1,20.5,38.4,5.33,6.18,7.85,2221,2221,236050.8186
29351,794.6,767.3,2360.6,65.6,0,0,6.4,16.0,37.5,4.91,5.74,7.39,2097,2097,236061.1353
29352,798.8,767.3,2360.7,33.7,0,0,6.1,15.6,37.9,4.82,5.64,7.31,2086,2086,236072.5195
29353,803.0,767.3,2360.8,17.2,0,0,5.5,14.7,37.7,4.77,5.57,7.26,2110,2110,236084.044
29354,807.2,767.3,2361.0,28.7,0,0,1.4,9.1,31.8,4.41,5.18,6.86,2121,2121,236095.8312
29355,811.4,767.3,2361.1,11.2,0,0,0.0,1.6,18.5,3.93,4.66,6.26,2257,2257,236106.4593
29356,815.6,767.3,2361.2,1.9,0,0,0.0,0.8,11.7,3.82,4.54,6.12,2262,2262,236118.7959
29357,819.8,767.3,2361.3,4.0,0,0,0.0,1.9,16.6,4.09,4.82,6.42,2206,2206,236130.4047
29358,824.0,767.3,2361.4,16.8,0,0,5.6,11.5,37.1,5.26,6.05,7.75,2094,2094,236143.2959
29359,828.2,767.3,2361.6,8.3,0,0,7.0,15.3,39.6,5.2,6,7.68,1196,1196,236156.5482
29360,832.4,767.3,2361.7,15.3,0,0,7.0,16.4,39.9,5.06,5.85,7.53,1055,1055,236169.8333
29361,836.6,767.3,2361.8,9.8,0,0,15.8,30.8,46.2,5.75,6.82,8.58,1756,1756,236183.7779
29362,840.8,767.3,2362.0,8.7,0,0,17.5,32.7,46.6,5.8,6.87,8.63,1936,1936,236197.3478
29363,845.0,767.3,2362.1,8.5,0,0,11.2,26.6,43.1,5.35,6.35,7.95,2062,2062,236211.1544
29364,849.2,767.3,2362.3,15.4,0,0,25.5,38.8,48.9,6.22,7.27,8.93,1982,1982,236225.1518
29365,853.4,767.3,2362.4,8.8,0,0,20.3,34.6,48.1,5.62,6.63,8.26,2199,2199,236241.5133
29580,735.7,761.8,2362.6,1.3,0,0,25.1,33.2,42.1,5.89,6.71,8.43,1900,1900,236255.8087
29581,739.9,761.8,2362.7,71.0,0,0,24.5,32.9,42.0,5.84,6.67,8.37,2724,2724,236270.6132
29582,744.1,761.8,2362.9,108.0,0,0,23.3,32.2,42.7,5.77,6.59,8.29,3144,3144,236285.2787
29583,748.3,761.8,3018.5,132.8,0,0,23.0,32.4,43.6,5.76,6.59,8.28,2422,2422,301852.8196
29584,752.5,761.8,3277.2,189.0,0,0,23.3,33.1,44.7,5.81,6.65,8.33,4903,4903,327716.8824
29585,756.8,761.8,2358.1,160.6,0,0,23.2,33.3,45.4,5.83,6.66,8.35,5189,5189,235805.318
29586,761.0,761.8,2358.2,225.7,0,0,22.8,33.4,46.0,5.81,6.65,8.32,3600,3600,235815.2691
29587,765.2,761.8,2358.3,1719.1,0,0,19.9,31.2,44.7,5.67,6.5,8.16,2250,2250,235825.1615
29588,769.4,761.8,2358.4,446.8,0,0,15.8,26.3,42.2,5.42,6.24,7.88,5015,3091,235835.4664
29589,773.6,761.8,2358.5,262.7,0,0,4.8,13.3,32.7,4.78,5.56,7.15,1326,1326,235845.1861
29590,777.8,761.8,2358.6,29.4,0,0,0.0,2.4,14.7,4.14,4.88,6.41,2183,2183,235855.8192
29591,782.0,761.8,2358.7,61.8,0,0,5.0,14.1,33.3,4.94,5.74,7.35,2269,2269,235866.6231
29592,786.2,761.8,2358.8,825.5,0,0,6.0,16.2,34.3,5.09,5.91,7.54,2086,2086,235877.6976
29593,790.4,761.8,2358.9,232.2,0,0,8.5,18.6,36.7,5.25,6.08,7.73,2196,2196,235888.2837
29594,794.6,761.8,2359.0,75.1,0,0,8.8,18.9,37.7,5.2,6.03,7.69,2189,2189,235899.6367
29595,798.8,761.8,2359.1,51.5,0,0,5.8,15.0,37.0,4.81,5.61,7.26,2188,2188,235911.1301
29596,803.0,761.8,2359.2,7.0,0,0,1.6,8.5,30.6,4.58,5.35,6.99,1776,1776,235922.9205
29597,807.2,761.8,2359.3,1.8,0,0,0.0,0.0,3.7,3.06,3.69,5.15,1295,1295,235933.8782
29598,811.4,761.8,2359.5,15.4,0,0,0.0,0.9,11.8,3.87,4.59,6.16,2118,2118,235946.2006
29599,815.6,761.8,2359.6,7.0,0,0,0.9,4.5,20.3,4.54,5.3,6.94,2151,2151,235957.9729
29600,819.8,761.8,2359.7,19.4,0,0,5.0,9.8,32.1,5.28,6.07,7.78,2026,2026,235970.8213
29601,824.0,761.8,2359.8,8.7,0,0,8.0,15.7,39.7,5.39,6.2,7.91,1212,1212,235983.9559
29602,828.2,761.8,2360.0,28.3,0,0,15.7,26.7,44.9,5.92,6.75,8.49,2471,2471,235997.2081
29603,832.4,761.8,2360.1,10.5,0,0,8.9,17.7,40.2,5.42,6.24,7.95,1803,1803,236010.7389
29604,836.6,761.8,2360.2,9.9,0,0,4.1,12.2,36.3,4.78,5.56,7.22,2334,2334,236024.2882
29605,840.8,761.8,2360.4,10.0,0,0,12.4,26.7,44.0,5.47,6.53,8.28,1660,1660,236038.0355
29606,845.0,761.8,2360.5,22.7,0,0,16.3,31.4,45.4,5.93,7.02,8.8,2295,2295,236052.005
29607,849.2,761.8,2360.7,22.2,0,0,11.3,27.1,42.7,5.5,6.52,8.14,2883,2883,236068.3715
29823,735.7,756.2,2360.8,1754.1,0,0,24.4,32.6,41.3,5.83,6.67,8.38,2957,2957,236082.6019
29824,739.9,756.2,2361.0,3078.0,0,0,25.0,32.7,41.9,5.8,6.64,8.35,10451,10451,236097.4821
29825,744.1,756.2,2361.1,306.5,0,0,23.1,31.9,42.2,5.75,6.59,8.29,4123,4123,236112.099
29826,748.3,756.2,2412.0,92.4,0,0,22.7,32.1,42.8,5.79,6.64,8.34,14639,14639,241199.1931
29827,752.5,756.2,1490.6,151.6,0,0,22.4,32.2,43.5,5.81,6.66,8.36,355971,117707,149056.0298
29828,756.8,756.2,2356.2,157.9,0,0,21.4,31.6,43.4,5.82,6.68,8.37,77110,25635,235623.8027
29829,761.0,756.2,2356.3,756.9,0,0,19.3,29.7,42.6,5.73,6.59,8.27,2100,2100,235632.8294
29830,765.2,756.2,2356.4,161.6,0,0,8.0,18.8,36.5,4.99,5.8,7.43,3152,3152,235642.7362
29831,769.4,756.2,2316.4,10.3,0,0,0.4,5.0,23.4,4.23,4.99,6.54,1823,1823,231638.8761
29832,773.6,756.2,2356.6,1.7,0,0,0.0,0.1,9.0,3.82,4.54,6.05,597,597,235662.7172
29833,777.8,756.2,2356.7,76.9,0,0,2.0,6.2,18.1,4.92,5.71,7.33,2197,2197,235672.0421
29834,782.0,756.2,2356.8,89.4,0,0,4.7,13.8,32.8,4.91,5.71,7.33,2259,2259,235682.8025
29835,786.2,756.2,2356.9,1876.8,0,0,5.4,15.3,33.3,5.06,5.87,7.5,2216,2216,235693.7309
29836,790.4,756.2,2357.0,93.4,0,0,4.6,13.3,33.5,4.89,5.69,7.32,2406,2406,235704.8958
29837,794.6,756.2,2357.2,30.5,0,0,6.9,17.4,36.2,5.07,5.88,7.54,2193,2193,235715.9845
29838,798.8,756.2,2357.3,1.2,0,0,0.0,3.8,23.7,4.11,4.86,6.43,1847,1847,235727.3448
29839,803.0,756.2,2357.4,13.0,0,0,0.0,1.4,13.8,3.94,4.69,6.24,913,913,235738.9247
29840,807.2,756.2,2357.5,11.0,0,0,0.0,1.2,12.6,3.96,4.65,6.21,1633,1633,235750.6919
29841,811.4,756.2,2357.6,8.4,0,0,0.0,0.0,10.0,3.72,4.39,5.92,1963,1963,235761.9073
29842,815.6,756.2,2357.7,19.7,0,0,2.4,6.7,23.7,4.92,5.67,7.33,2255,2255,235774.1902
29843,819.8,756.2,2357.9,23.5,0,0,6.9,13.5,37.6,5.25,6.06,7.76,2279,2279,235786.088
29844,824.0,756.2,2358.0,15.3,0,0,16.4,27.9,45.2,5.69,6.52,8.26,2065,2065,235798.8799
29845,828.2,756.2,2358.1,8.6,0,0,18.7,30.2,46.6,5.93,6.77,8.52,2514,2514,235811.9247
29846,832.4,756.2,2358.3,8.5,0,0,13.3,23.4,43.3,5.73,6.56,8.3,2169,2169,235825.1472
29847,836.6,756.2,2358.4,0.9,0,0,13.0,23.2,42.7,5.77,6.6,8.35,1999,1999,235838.3793
29848,840.8,756.2,2358.5,0.5,0,0,11.7,22.5,41.8,5.53,6.35,8.08,1895,1895,235851.9556
29849,845.0,756.2,2358.7,17.7,0,0,16.5,20.9,40.6,5.86,5.92,7.6,2620,2620,235865.718
29850,849.2,756.2,2358.8,43.0,0,0,17.8,22.0,41.1,5.9,5.96,7.64,2061,2061,235879.7026
30015,521.3,750.6,2359.0,6.9,0,0,8.4,10.3,11.0,5.53,6.04,7.09,922,922,235896.0316
30016,525.5,750.6,2359.1,162.1,0,0,10.3,9.1,11.7,5.7,5.49,6.52,853,853,235910.3123
30066,735.7,750.6,2359.3,101.6,0,0,23.1,31.8,41.5,5.75,6.6,8.3,1875,1875,235925.2951
30067,739.9,750.6,3194.1,128.6,0,0,22.8,31.5,41.9,5.74,6.6,8.32,37193,8514,319412.8283
30068,744.1,750.6,1456.8,57.1,0,0,22.2,31.5,42.3,5.77,6.65,8.38,2105,2105,145682.6412
30069,748.3,750.6,2339.1,97.1,0,0,21.6,31.6,42.5,5.8,6.7,8.44,19665,19665,233914.0143
30070,752.5,750.6,2354.6,731.9,0,0,20.1,30.4,41.6,5.82,6.73,8.47,13689,4429,235459.9201
30071,756.8,750.6,2218.7,91.8,0,0,17.5,28.0,40.1,5.73,6.64,8.38,3463,3463,221868.0033
30072,761.0,750.6,2331.3,24.6,0,0,0.0,5.9,24.9,4.13,4.94,6.54,1145,1145,233131.1903
30073,765.2,750.6,2354.9,0.2,0,0,0.0,1.4,11.3,3.95,4.73,6.31,576,576,235489.6646
30074,769.4,750.6,2355.0,0.8,0,0,0.0,0.0,3.2,3.22,3.92,5.4,377,377,235498.6608
30075,773.6,750.6,2355.1,27.9,0,0,1.6,5.6,15.8,4.84,5.65,7.32,1989,1989,235509.3688
30076,777.8,750.6,2355.2,74.6,0,0,2.4,7.7,23.1,4.89,5.71,7.38,2208,2208,235520.2715
30077,782.0,750.6,2355.3,77.6,0,0,6.1,16.9,34.6,5.05,5.88,7.57,2323,2323,235531.4458
30078,786.2,750.6,2355.4,17.4,0,0,4.9,15.3,33.5,4.95,5.78,7.46,2263,2263,235543.0129
30079,790.4,750.6,2355.5,48.2,0,0,6.7,17.4,35.5,5.13,5.97,7.67,2501,2501,235554.3681
30080,794.6,750.6,2355.7,14.1,0,0,6.6,17.2,35.9,5.07,5.9,7.59,1832,1832,235566.0025
30081,798.8,750.6,2355.8,10.0,0,0,0.0,2.5,18.2,4.07,4.84,6.44,2023,2023,235577.7593
30082,803.0,750.6,2355.9,36.4,0,0,0.0,4.0,16.3,4.41,5.21,6.84,2048,2048,235589.1374
30083,807.2,750.6,2356.0,2.1,0,0,0.0,0.0,4.8,3.19,3.81,5.27,1346,1346,235601.4128
30084,811.4,750.6,2356.1,24.3,0,0,2.5,7.6,23.3,5,5.76,7.43,2003,2003,235613.3638
30085,815.6,750.6,2356.3,104.3,0,0,5.5,13.7,36.6,5.09,5.85,7.53,2087,2087,235626.1411
30086,819.8,750.6,2356.4,41.5,0,0,11.9,22.8,42.6,5.31,6.12,7.84,2235,2235,235639.1314
30087,824.0,750.6,2356.5,22.0,0,0,15.3,26.9,44.7,5.55,6.38,8.11,2275,2275,235652.3107
30088,828.2,750.6,2356.7,19.0,0,0,21.8,32.9,47.8,6.14,6.99,8.77,2254,2254,235665.3013
30089,832.4,750.6,2356.8,20.3,0,0,20.2,31.3,46.6,6.21,7.07,8.85,2099,2099,235678.872
30090,836.6,750.6,2356.9,2.1,0,0,13.6,24.6,43.2,5.77,6.61,8.36,731,731,235692.6253
30091,840.8,750.6,2357.1,60.8,0,0,12.7,24.2,42.8,5.7,6.53,8.28,1143,1143,235706.5867
30258,521.3,745.1,2357.2,596.7,0,0,5.7,7.3,8.3,5.25,5.75,6.78,698,698,235722.6743
30309,735.7,745.1,2357.4,221.1,0,0,21.4,30.2,40.8,5.65,6.51,8.21,2185,2185,235736.9543
30310,739.9,745.1,2681.3,485.6,0,0,20.2,29.3,40.8,5.66,6.53,8.26,28992,14218,268133.8684
30311,744.1,745.1,2127.9,428.7,0,0,18.9,28.4,39.9,5.7,6.61,8.36,113818,27086,212793.3726
30312,748.3,745.1,1256.8,254.5,0,0,16.7,27.1,38.9,5.68,6.63,8.39,16891,11343,125678.6186
30313,752.5,745.1,3477.1,887.7,0,0,10.8,22.5,35.7,5.47,6.41,8.17,18368,15768,347705.0589
30314,756.8,745.1,3538.7,19.0,0,0,0.3,4.8,21.5,4.23,5.09,6.74,689,689,353867.814
30315,761.0,745.1,2251.7,0.0,0,0,0.0,0.0,6.3,3.78,4.6,6.21,5,5,225169.3284
30316,765.2,745.1,2282.8,0.0,0,0,0.0,0.0,0.4,3.42,4.18,5.75,1,1,228282.1409
30317,769.4,745.1,2270.0,24.0,0,0,0.0,1.2,3.4,4.83,5.69,7.42,1330,1330,227004.2871
30318,773.6,745.1,2252.8,78.0,0,0,1.2,4.8,12.7,4.82,5.66,7.38,2240,2240,225282.014
30319,777.8,745.1,2329.1,82.2,0,0,2.2,7.6,23.6,4.83,5.67,7.4,2238,2238,232905.8105
30320,782.0,745.1,2353.2,15.0,0,0,1.9,9.9,29.8,4.64,5.47,7.19,2333,2333,235316.4283
30321,786.2,745.1,2353.3,26.4,0,0,4.1,13.0,33.3,4.75,5.59,7.31,1851,1851,235325.2333
30322,790.4,745.1,2353.4,20.8,0,0,4.4,13.4,33.9,4.8,5.64,7.36,1590,1590,235336.0958
30323,794.6,745.1,2353.5,4.7,0,0,0.3,5.3,25.3,4.3,5.11,6.77,1972,1972,235347.1917
30324,798.8,745.1,2353.6,24.7,0,0,0.0,2.2,13.9,4.17,4.97,6.61,1964,1964,235358.4902
30325,803.0,745.1,2353.7,0.9,0,0,0.0,0.0,5.4,3.26,3.96,5.48,1447,1447,235370.7587
30326,807.2,745.1,2353.8,8.2,0,0,0.0,2.6,16.2,4.28,5,6.6,1828,1828,235382.1475
30327,811.4,745.1,2353.9,6.0,0,0,2.9,8.1,23.5,5.11,5.88,7.57,2081,2081,235393.8892
30328,815.6,745.1,2354.1,22.3,0,0,7.3,15.0,37.2,5.35,6.14,7.84,2131,2131,235405.623
30329,819.8,745.1,2354.2,17.0,0,0,16.4,28.1,44.9,5.6,6.43,8.17,2015,2015,235417.0444
30330,824.0,745.1,2354.3,17.4,0,0,16.5,29.2,46.2,5.47,6.3,8.04,2045,2045,235429.2403
30331,828.2,745.1,2354.4,1.8,0,0,14.0,26.5,44.6,5.5,6.33,8.07,1438,1438,235441.1581
30332,832.4,745.1,2354.5,0.7,0,0,14.3,26.1,44.3,5.67,6.51,8.27,1605,1605,235453.8792
30333,836.6,745.1,2354.7,48.1,0,0,17.5,29.7,45.7,6.03,6.88,8.66,1771,1771,235466.7708
30499,512.9,739.5,2354.8,8.8,0,0,0.0,0.0,0.0,5.29,5.79,6.83,907,907,235479.8899
30500,517.1,739.5,2354.9,3.6,0,0,0.0,0.0,0.0,4.8,5.28,6.28,90,90,235492.6842
30501,521.3,739.5,2355.1,74.2,0,0,2.9,3.6,3.1,5.42,5.92,6.97,546,546,235506.1983
30552,735.7,739.5,2355.2,418.8,0,0,19.3,28.0,41.7,5.6,6.47,8.23,102241,17867,235519.949
30553,739.9,739.5,2355.3,14452.5,1,0,16.1,24.9,37.3,5.6,6.49,8.23,120433,33437,235533.8772
30554,744.1,739.5,2355.5,3637.0,0,0,13.3,23.1,35.7,5.55,6.49,8.24,104948,20455,235549.7047
30555,748.3,739.5,2546.5,65.5,0,0,1.2,7.6,23.1,4.4,5.31,6.99,1249,1249,254651.1371
30556,752.5,739.5,3600.1,1.7,0,0,0.0,3.2,10.7,4.24,5.16,6.84,456,456,360009.1733
30557,756.8,739.5,2971.9,0.0,0,0,0.0,0.0,3.5,3.95,4.84,6.51,101,101,297188.1363
30558,761.0,739.5,2351.1,0.3,0,0,0.0,0.0,0.0,3,3.76,5.3,3,3,235105.0067
30559,765.2,739.5,2351.1,4.6,0,0,0.0,0.0,0.0,3.5,4.31,5.94,652,652,235113.6715
30560,769.4,739.5,2351.2,96.1,0,0,0.0,1.0,3.4,4.71,5.6,7.36,2188,2188,235123.3344
30561,773.6,739.5,2351.3,179.1,0,0,0.8,4.0,10.9,4.79,5.65,7.42,2284,2284,235132.8032
30562,777.8,739.5,2351.4,334.7,0,0,1.8,6.6,20.7,4.82,5.69,7.47,2386,2386,235142.9688
30563,782.0,739.5,2351.5,26.5,0,0,2.8,10.7,29.3,4.9,5.77,7.56,2280,2280,235151.6293
30564,786.2,739.5,2351.6,24.4,0,0,4.0,13.1,33.8,4.82,5.68,7.46,2269,2269,235162.4568
30565,790.4,739.5,2351.7,28.2,0,0,7.3,18.6,36.9,5.12,6,7.79,2211,2211,235173.5311
30566,794.6,739.5,2351.8,7.8,0,0,0.0,1.6,14.3,3.91,4.69,6.35,1967,1967,235184.7703
30567,798.8,739.5,2352.0,0.5,0,0,0.0,1.7,12.6,4.08,4.86,6.53,1332,1332,235197.8196
30568,803.0,739.5,2352.1,13.4,0,0,1.4,5.7,19.4,4.73,5.55,7.27,2022,2022,235209.1557
30569,807.2,739.5,2352.2,8.4,0,0,0.7,4.6,18.3,4.5,5.32,7.04,1821,1821,235221.0772
30570,811.4,739.5,2352.3,12.2,0,0,2.3,7.5,22.2,4.92,5.75,7.52,1892,1892,235232.7634
30571,815.6,739.5,2352.4,7.3,0,0,6.6,14.5,37.3,5.26,6.12,7.91,976,976,235244.1769
30572,819.8,739.5,2352.6,3.2,0,0,18.3,30.4,46.4,5.76,6.64,8.48,1655,1655,235256.336
30573,824.0,739.5,2352.7,16.1,0,0,22.3,34.2,48.2,6.05,6.9,8.69,1891,1891,235268.1626
30574,828.2,739.5,2352.8,7.9,0,0,16.1,28.2,45.1,5.72,6.56,8.33,2031,2031,235280.8622
30575,832.4,739.5,2352.9,31.6,0,0,18.4,30.6,46.3,6,6.85,8.64,2314,2314,235293.7174
30739,500.3,734.0,2353.1,2.2,0,0,2.6,3.9,5.0,4.92,5.41,6.43,1109,1109,235306.7893
30740,504.5,734.0,2353.2,8.1,0,0,0.0,0.0,0.0,5.67,6.18,7.24,764,764,235319.4444
30741,508.7,734.0,2353.3,0.0,0,0,0.0,0.0,0.0,4.51,4.98,5.97,0,0,235332.8958
30742,512.9,734.0,2353.5,0.0,0,0,0.0,0.0,0.0,4.09,4.55,5.5,0,0,235346.6634
30743,517.1,734.0,2353.6,452.6,0,0,0.0,0.0,0.0,4.68,5.15,6.15,1413,1413,235360.5351
30794,731.5,734.0,2897.6,156.3,0,0,17.8,26.1,39.3,5.65,6.5,8.27,3282,3282,289759.772
30795,735.7,734.0,4613.4,834.5,0,0,16.1,24.4,38.3,5.57,6.44,8.2,117776,34280,461339.5729
30796,739.9,734.0,2723.3,688.0,0,0,10.6,19.6,34.1,5.4,6.3,8.04,158937,30958,272327.1865
30797,744.1,734.0,1390.9,232.2,0,0,4.9,10.0,17.7,5.25,6.21,7.96,1129,1129,139091.4073
30798,748.3,734.0,3438.3,15.4,0,0,0.1,2.7,7.0,4.59,5.56,7.29,1208,1208,343826.7786
30799,752.5,734.0,2349.3,0.0,0,0,0.0,0.0,0.0,2.79,3.57,5.08,0,0,234931.9909
30800,756.8,734.0,2349.4,0.0,0,0,0.0,0.0,0.0,3.17,4,5.6,1,1,234940.6969
30801,761.0,734.0,2349.5,1.3,0,0,0.0,0.0,0.0,2.92,3.69,5.27,58,58,234950.35
30802,765.2,734.0,2349.6,17.5,0,0,0.0,0.0,0.0,4.34,5.26,7.05,1032,1032,234959.8676
30803,769.4,734.0,2349.7,33.9,0,0,0.0,0.0,3.5,4.12,4.99,6.74,1785,1785,234969.9339
30804,773.6,734.0,2349.8,170.3,0,0,0.6,3.7,10.7,4.74,5.62,7.44,2272,2272,234978.6448
30805,777.8,734.0,2349.9,21.1,0,0,0.2,4.6,18.6,4.49,5.35,7.15,2298,2298,234989.4694
30806,782.0,734.0,2350.0,11.6,0,0,2.0,8.7,28.8,4.74,5.63,7.46,2286,2286,235000.4269
30807,786.2,734.0,2350.1,19.5,0,0,4.6,15.2,35.7,4.86,5.76,7.59,2179,2179,235011.6879
30808,790.4,734.0,2350.3,44.9,0,0,7.3,18.9,37.9,5.11,6,7.84,1883,1883,235025.1587
30809,794.6,734.0,2350.4,22.7,0,0,5.2,15.7,35.5,5,5.88,7.7,2174,2174,235036.6752
30810,798.8,734.0,2350.5,14.1,0,0,3.0,9.3,26.2,5,5.87,7.66,2144,2144,235048.9064
30811,803.0,734.0,2350.6,10.4,0,0,2.3,7.5,20.5,4.93,5.78,7.54,2002,2002,235060.794
30812,807.2,734.0,2350.7,6.8,0,0,2.2,7.9,30.7,4.65,5.48,7.22,1618,1618,235072.4028
30813,811.4,734.0,2350.8,2.5,0,0,3.8,8.9,24.7,5.09,5.95,7.74,2062,2062,235084.6543
